date,Open,High,Low,Close,Adj Close,Volume,Unnamed: 7,Goal II: Open t+1 - Open t,Goal II: Open t+1 - Close t,P_mean,P_sum,twt_count
2021-01-27,238.0,240.440002,230.139999,232.899994,230.487411,69870600.0,,-1.0,1,-0.12742382271468145,-46,361
2021-01-28,235.610001,242.639999,235.089996,238.929993,236.454926,49111200.0,,1.0,-1,-0.07428571428571429,-13,175
2021-01-29,235.990005,238.020004,231.350006,231.960007,229.557159,42503100.0,,-1.0,1,-0.2111111111111111,-19,90
2021-02-01,235.059998,242.5,232.429993,239.649994,237.16748,33314200.0,,1.0,1,-0.027777777777777776,-3,108
2021-02-02,241.300003,242.309998,238.690002,239.509995,237.028946,25916300.0,,-1.0,1,-0.051470588235294115,-7,136
2021-02-03,239.570007,245.089996,239.259995,243.0,240.482773,27158100.0,,1.0,-1,-0.14189189189189189,-21,148
2021-02-04,242.660004,243.240005,240.369995,242.009995,239.503021,25296100.0,,-1.0,1,-0.14285714285714285,-11,77
2021-02-05,242.229996,243.279999,240.419998,242.199997,239.691071,18054800.0,,1.0,1,-0.09523809523809523,-6,63
2021-02-08,243.149994,243.679993,240.809998,242.470001,239.958282,22211900.0,,-1.0,-1,-0.2982456140350877,-17,57
2021-02-09,241.869995,244.759995,241.380005,243.770004,241.244812,23565000.0,,1.0,1,-0.07142857142857142,-5,70
2021-02-10,245.0,245.919998,240.889999,242.820007,240.304642,22186700.0,,-1.0,1,-0.09259259259259259,-10,108
2021-02-11,244.779999,245.149994,242.149994,244.490005,241.957367,15751100.0,,-1.0,-1,-0.16463414634146342,-27,164
2021-02-12,243.929993,245.300003,242.729996,244.990005,242.452179,16561100.0,,1.0,1,-0.3050847457627119,-18,59
2021-02-16,245.029999,246.130005,242.919998,243.699997,241.175522,26728500.0,,-1.0,-1,-0.060240963855421686,-5,83
2021-02-17,241.320007,244.309998,240.940002,244.199997,242.226959,21653500.0,,1.0,-1,-0.17647058823529413,-9,51
2021-02-18,241.800003,243.929993,240.860001,243.789993,241.820267,16925600.0,,1.0,-1,-0.25,-11,44
2021-02-19,243.75,243.860001,240.179993,240.970001,239.023071,25262600.0,,-1.0,-1,-0.22666666666666666,-17,75
2021-02-22,237.419998,237.929993,232.399994,234.509995,232.615234,36446900.0,,-1.0,-1,-0.2857142857142857,-24,84
2021-02-23,230.330002,234.830002,228.729996,233.270004,231.385269,30228700.0,,-1.0,-1,-0.1927710843373494,-16,83
2021-02-24,230.009995,235.199997,229.0,234.550003,232.654922,26339700.0,,1.0,-1,-0.1267605633802817,-9,71
2021-02-25,232.080002,234.589996,227.880005,228.990005,227.139862,39542200.0,,-1.0,1,-0.028169014084507043,-2,71
2021-02-26,231.529999,235.369995,229.539993,232.380005,230.502472,37819200.0,,1.0,1,-0.20833333333333334,-15,72
2021-03-01,235.899994,237.470001,233.149994,236.940002,235.02562,25324000.0,,1.0,1,-0.03508771929824561,-2,57
2021-03-02,237.009995,237.300003,233.449997,233.869995,231.980423,22812500.0,,-1.0,-1,-0.058823529411764705,-3,51
2021-03-03,232.160004,233.580002,227.259995,227.559998,225.721405,34029500.0,,-1.0,-1,-0.12790697674418605,-11,86
2021-03-04,226.740005,232.490005,224.259995,226.729996,224.898102,44727800.0,,1.0,1,-0.11363636363636363,-10,88
2021-03-05,229.520004,233.270004,226.460007,231.600006,229.72876,41872800.0,,1.0,-1,-0.1891891891891892,-21,111
2021-03-08,231.369995,233.369995,227.130005,227.389999,225.552765,35267400.0,,1.0,1,-0.24074074074074073,-26,108
2021-03-09,232.880005,235.380005,231.669998,233.779999,231.891129,33080500.0,,1.0,1,-0.3698630136986301,-27,73
2021-03-10,237.0,237.0,232.039993,232.419998,230.54213,29746800.0,,-1.0,1,-0.23809523809523808,-10,42
2021-03-11,234.960007,239.169998,234.309998,237.130005,235.214066,29907600.0,,-1.0,-1,-0.18072289156626506,-15,83
2021-03-12,234.009995,235.820007,233.229996,235.75,233.845245,22653700.0,,1.0,-1,-0.23255813953488372,-10,43
2021-03-15,234.960007,235.190002,231.809998,234.809998,232.912827,26034900.0,,1.0,1,-0.26153846153846155,-17,65
2021-03-16,236.279999,240.059998,235.940002,237.710007,235.789398,28092200.0,,-1.0,-1,-0.16470588235294117,-14,85
2021-03-17,236.149994,238.550003,233.229996,237.039993,235.124802,29562100.0,,-1.0,-1,-0.20408163265306123,-10,49
2021-03-18,232.559998,234.190002,230.330002,230.720001,228.855881,34833000.0,,-1.0,1,-0.3409090909090909,-15,44
2021-03-19,231.020004,232.470001,229.350006,230.350006,228.488861,46430700.0,,-1.0,-1,-0.12,-6,50
2021-03-22,230.270004,236.899994,230.139999,235.990005,234.083298,30127000.0,,1.0,1,-0.08461538461538462,-11,130
2021-03-23,237.490005,241.050003,237.070007,237.580002,235.660446,31638400.0,,1.0,1,-0.09734513274336283,-22,226
2021-03-24,237.850006,238.0,235.320007,235.460007,233.557587,25620100.0,,-1.0,-1,-0.09523809523809523,-4,42
2021-03-25,235.300003,236.940002,231.570007,232.339996,230.462784,34061900.0,,-1.0,-1,-0.15584415584415584,-12,77
2021-03-26,231.550003,236.710007,231.550003,236.479996,234.569321,25479900.0,,1.0,1,-0.06944444444444445,-5,72
2021-03-29,236.589996,236.800003,231.880005,235.240005,233.339355,25227500.0,,-1.0,-1,-0.12727272727272726,-7,55
2021-03-30,233.529999,233.850006,231.100006,231.850006,229.976746,24792000.0,,-1.0,1,-0.20588235294117646,-14,68
2021-03-31,232.910004,239.100006,232.389999,235.770004,233.865067,43623500.0,,1.0,1,-0.0873015873015873,-33,378
2021-04-01,238.470001,242.839996,238.050003,242.350006,240.391907,30338000.0,,1.0,1,-0.05714285714285714,-10,175
2021-04-05,242.759995,249.960007,242.699997,249.070007,247.057602,36910600.0,,1.0,-1,-0.008620689655172414,-2,232
2021-04-06,247.610001,249.399994,246.880005,247.860001,245.857376,22931900.0,,1.0,-1,-0.05714285714285714,-4,70
2021-04-07,247.809998,250.929993,247.190002,249.899994,247.880905,22719800.0,,1.0,1,-0.144,-18,125
2021-04-08,252.770004,254.139999,252.0,253.25,251.203827,23625200.0,,1.0,-1,-0.15254237288135594,-18,118
2021-04-09,252.869995,255.990005,252.440002,255.850006,253.782837,24326800.0,,1.0,-1,-0.10256410256410256,-8,78
2021-04-12,254.710007,257.670013,254.619995,255.910004,253.842346,27148700.0,,1.0,1,-0.10828025477707007,-34,314
2021-04-13,257.26001,259.190002,256.829987,258.48999,256.401489,23837500.0,,1.0,-1,-0.2634730538922156,-44,167
2021-04-14,257.480011,258.829987,255.160004,255.589996,253.524918,23070900.0,,1.0,1,-0.16304347826086957,-15,92
2021-04-15,257.929993,259.929993,257.730011,259.5,257.403351,25627500.0,,1.0,-1,-0.17857142857142858,-15,84
2021-04-16,259.470001,261.0,257.600006,260.73999,258.633301,24878600.0,,1.0,-1,-0.16176470588235295,-11,68
2021-04-19,260.190002,261.480011,257.820007,258.73999,256.649475,23209300.0,,-1.0,-1,-0.05,-3,60
2021-04-20,257.820007,260.200012,256.839996,258.26001,256.17337,19722900.0,,1.0,1,-0.10909090909090909,-12,110
2021-04-21,258.940002,260.679993,257.25,260.579987,258.474609,24030400.0,,1.0,-1,-0.18888888888888888,-17,90
2021-04-22,260.209991,261.779999,255.639999,257.170013,255.092178,25606200.0,,-1.0,1,-0.16666666666666666,-14,84
2021-04-23,257.880005,261.51001,257.269989,261.149994,259.040039,21462600.0,,1.0,1,-0.10526315789473684,-8,76
2021-04-26,261.660004,262.440002,260.170013,261.549988,259.436798,19763300.0,,-1.0,1,-0.047619047619047616,-4,84
2021-04-27,261.579987,263.190002,260.119995,261.970001,259.853394,31014200.0,,-1.0,-1,-0.10775047258979206,-57,529
2021-04-28,256.079987,256.540009,252.949997,254.559998,252.50325,46903100.0,,-1.0,1,-0.0960960960960961,-32,333
2021-04-29,255.460007,256.100006,249.0,252.509995,250.469818,40589000.0,,-1.0,-1,-0.2391304347826087,-44,184
2021-04-30,249.740005,253.080002,249.600006,252.179993,250.142471,30945100.0,,1.0,1,-0.13157894736842105,-10,76
2021-05-03,253.399994,254.350006,251.119995,251.860001,249.825073,19626600.0,,-1.0,-1,-0.32673267326732675,-66,202
2021-05-04,250.970001,251.210007,245.759995,247.789993,245.787949,32756100.0,,-1.0,1,-0.1532258064516129,-19,124
2021-05-05,249.059998,249.5,245.820007,246.470001,244.478638,21901300.0,,-1.0,-1,-0.15789473684210525,-12,76
2021-05-06,246.449997,249.860001,244.690002,249.729996,247.712265,26491100.0,,1.0,1,-0.17857142857142858,-15,84
2021-05-07,252.149994,254.300003,251.169998,252.460007,250.420242,27032900.0,,-1.0,-1,-0.10294117647058823,-7,68
2021-05-10,250.869995,251.729996,247.119995,247.179993,245.182877,29299900.0,,-1.0,-1,-0.23076923076923078,-12,52
2021-05-11,244.550003,246.600006,242.570007,246.229996,244.240555,33641600.0,,-1.0,-1,-0.2833333333333333,-17,60
2021-05-12,242.169998,244.380005,238.070007,239.0,237.068985,36684400.0,,-1.0,1,-0.1574074074074074,-17,108
2021-05-13,241.800003,245.600006,241.419998,243.029999,241.066406,29624300.0,,1.0,1,-0.10975609756097561,-9,82
2021-05-14,245.580002,249.179993,245.490005,248.149994,246.145035,23901100.0,,1.0,-1,-0.09523809523809523,-6,63
2021-05-17,246.550003,246.589996,243.520004,245.179993,243.199036,24970200.0,,-1.0,1,-0.3283582089552239,-22,67
2021-05-18,246.270004,246.410004,242.899994,243.080002,241.115997,20168000.0,,-1.0,-1,-0.1232876712328767,-9,73
2021-05-19,239.309998,243.229996,238.600006,243.119995,241.712524,25739800.0,,1.0,1,-0.10714285714285714,-6,56
2021-05-20,243.960007,247.949997,243.860001,246.479996,245.05307,21800700.0,,1.0,1,0.11864406779661017,7,59
2021-05-21,247.570007,248.330002,244.740005,245.169998,243.750656,21863100.0,,1.0,1,-0.2222222222222222,-10,45
2021-05-24,247.789993,251.160004,247.509995,250.779999,249.328201,21411500.0,,1.0,1,0.0,0,62
2021-05-25,251.770004,252.75,250.820007,251.720001,250.262756,17704300.0,,-1.0,-1,-0.16666666666666666,-9,54
2021-05-26,251.429993,252.940002,250.75,251.490005,250.034088,17771600.0,,-1.0,-1,-0.23529411764705882,-12,51
2021-05-27,251.169998,251.479996,249.25,249.309998,247.866714,24426200.0,,-1.0,1,-0.3076923076923077,-12,39
2021-05-28,251.0,252.080002,249.559998,249.679993,248.234558,18270200.0,,1.0,1,-0.24561403508771928,-14,57
2021-06-01,251.229996,251.289993,246.960007,247.399994,245.967743,23213300.0,,-1.0,1,-0.23809523809523808,-10,42
2021-06-02,248.130005,249.270004,245.839996,247.300003,245.868332,19406700.0,,-1.0,-1,-0.05970149253731343,-4,67
2021-06-03,245.220001,246.339996,243.0,245.710007,244.287567,25307700.0,,1.0,1,-0.19672131147540983,-12,61
2021-06-04,247.759995,251.649994,247.509995,250.789993,249.338135,25281100.0,,1.0,-1,-0.038461538461538464,-3,78
2021-06-07,249.979996,254.089996,249.809998,253.809998,252.340637,23079200.0,,1.0,1,-0.16666666666666666,-12,72
2021-06-08,255.160004,256.01001,252.509995,252.570007,251.107834,22455000.0,,-1.0,1,-0.05,-3,60
2021-06-09,253.809998,255.529999,253.210007,253.589996,252.121918,17937600.0,,1.0,1,-0.09803921568627451,-5,51
2021-06-10,254.289993,257.459991,253.669998,257.23999,255.750778,24563600.0,,1.0,1,-0.08928571428571429,-10,112
2021-06-11,257.98999,258.48999,256.609985,257.890015,256.397064,18999700.0,,-1.0,1,-0.21052631578947367,-12,57
2021-06-14,257.899994,259.950012,256.799988,259.890015,258.385468,19150500.0,,1.0,-1,-0.1206896551724138,-7,58
2021-06-15,259.769989,259.98999,257.679993,258.359985,256.864288,18038900.0,,-1.0,1,-0.16279069767441862,-7,43
2021-06-16,259.399994,260.579987,254.419998,257.380005,255.889984,27220000.0,,-1.0,-1,-0.15151515151515152,-10,66
2021-06-17,256.070007,261.75,256.01001,260.899994,259.389618,27565500.0,,1.0,-1,-0.06451612903225806,-4,62
2021-06-18,259.630005,262.299988,258.75,259.429993,257.928101,37202200.0,,1.0,1,-0.21794871794871795,-17,78
2021-06-21,259.820007,263.519989,257.920013,262.630005,261.109589,26696100.0,,1.0,1,0.0,0,74
2021-06-22,262.720001,265.790009,262.399994,265.51001,263.972931,24694100.0,,1.0,1,0.05426356589147287,7,129
2021-06-23,265.98999,266.829987,264.429993,265.269989,263.734283,19518700.0,,1.0,1,-0.0425531914893617,-6,141
2021-06-24,266.160004,267.850006,265.470001,266.690002,265.146088,21446900.0,,1.0,-1,-0.0189873417721519,-3,158
2021-06-25,266.230011,267.25,264.76001,265.019989,263.485748,25611100.0,,-1.0,1,-0.21052631578947367,-12,57
2021-06-28,266.190002,268.899994,265.910004,268.720001,267.164337,19590000.0,,1.0,1,-0.10714285714285714,-12,112
2021-06-29,268.869995,271.649994,267.980011,271.399994,269.828796,19937800.0,,1.0,-1,-0.14035087719298245,-16,114
2021-06-30,270.690002,271.359985,269.600006,270.899994,269.331696,21656500.0,,-1.0,-1,0.0,0,73
2021-07-01,269.609985,271.839996,269.600006,271.600006,270.027649,16725300.0,,1.0,1,-0.017857142857142856,-1,56
2021-07-02,272.820007,278.0,272.5,277.649994,276.042633,26458000.0,,1.0,1,-0.04242424242424243,-7,165
2021-07-06,278.029999,279.369995,274.299988,277.660004,276.052582,31565600.0,,1.0,1,-0.23618090452261306,-47,199
2021-07-07,279.399994,280.690002,277.149994,279.929993,278.309418,23260000.0,,-1.0,-1,-0.24561403508771928,-28,114
2021-07-08,276.899994,278.730011,274.869995,277.420013,275.813965,24618600.0,,-1.0,-1,-0.1702127659574468,-16,94
2021-07-09,275.720001,278.049988,275.320007,277.940002,276.330963,23916700.0,,1.0,1,-0.029411764705882353,-2,68
2021-07-12,279.160004,279.769989,276.579987,277.320007,275.714539,18931700.0,,-1.0,1,-0.06557377049180328,-4,61
2021-07-13,277.519989,282.850006,277.390015,280.980011,279.353363,26120100.0,,1.0,1,-0.08653846153846154,-18,208
2021-07-14,282.350006,283.660004,280.549988,282.51001,280.874512,23113700.0,,-1.0,-1,-0.08928571428571429,-15,168
2021-07-15,282.0,282.51001,279.829987,281.029999,279.403046,22604200.0,,1.0,1,-0.2,-17,85
2021-07-16,282.070007,284.100006,279.459991,280.75,279.124695,26186800.0,,-1.0,-1,-0.09558823529411764,-13,136
2021-07-19,278.929993,280.369995,274.450012,277.01001,275.406372,32935600.0,,-1.0,1,-0.3333333333333333,-39,117
2021-07-20,278.029999,280.970001,276.26001,279.320007,277.702972,26259700.0,,1.0,-1,-0.16091954022988506,-14,87
2021-07-21,278.899994,281.519989,277.290009,281.399994,279.770905,24364300.0,,1.0,1,-0.12,-9,75
2021-07-22,283.839996,286.420013,283.420013,286.140015,284.48349,23384100.0,,1.0,1,-0.11917098445595854,-23,193
2021-07-23,287.369995,289.98999,286.5,289.670013,287.993042,22768100.0,,1.0,-1,-0.08333333333333333,-11,132
2021-07-26,289.0,289.690002,286.640015,289.049988,287.376617,23176100.0,,1.0,1,-0.08333333333333333,-6,72
2021-07-27,289.429993,289.579987,282.950012,286.540009,284.881165,33604100.0,,-1.0,1,-0.10518934081346423,-75,713
2021-07-28,288.98999,290.149994,283.829987,286.220001,284.563019,33566900.0,,-1.0,1,-0.1182108626198083,-37,313
2021-07-29,286.23999,288.619995,286.079987,286.5,284.841431,18168300.0,,-1.0,-1,-0.14423076923076922,-15,104
2021-07-30,285.170013,286.660004,283.910004,284.910004,283.26062,20940900.0,,1.0,1,-0.20754716981132076,-11,53
2021-08-02,286.359985,286.769989,283.73999,284.820007,283.171143,16267400.0,,-1.0,1,0.01694915254237288,1,59
2021-08-03,285.420013,287.230011,284.0,287.119995,285.457825,17879000.0,,1.0,-1,-0.09183673469387756,-9,98
2021-08-04,286.220001,287.589996,284.649994,286.51001,284.851349,16191300.0,,1.0,1,-0.1927710843373494,-16,83
2021-08-05,286.880005,289.630005,286.100006,289.519989,287.843903,13900200.0,,1.0,-1,-0.25,-15,60
2021-08-06,288.51001,289.5,287.619995,289.459991,287.784271,16585200.0,,1.0,1,-0.21428571428571427,-9,42
2021-08-09,289.75,291.549988,287.809998,288.329987,286.660767,16117600.0,,-1.0,1,-0.14606741573033707,-13,89
2021-08-10,288.799988,289.25,285.200012,286.440002,284.781738,18616600.0,,-1.0,1,-0.06666666666666667,-4,60
2021-08-11,287.209991,288.660004,285.859985,286.950012,285.288788,13955900.0,,-1.0,-1,-0.1875,-9,48
2021-08-12,286.630005,289.970001,286.339996,289.809998,288.132263,14561300.0,,1.0,-1,-0.10619469026548672,-12,113
2021-08-13,289.480011,292.899994,289.299988,292.850006,291.154663,18231400.0,,1.0,1,-0.04032258064516129,-5,124
2021-08-16,293.190002,294.820007,290.019989,294.600006,292.894501,22507600.0,,-1.0,-1,-0.023076923076923078,-3,130
2021-08-17,292.390015,293.429993,291.079987,293.079987,291.38327,20075300.0,,-1.0,-1,-0.07368421052631578,-7,95
2021-08-18,292.040009,294.820007,290.269989,290.730011,289.600281,21813000.0,,-1.0,-1,-0.11,-11,100
2021-08-19,288.690002,297.470001,288.640015,296.769989,295.61676,29850500.0,,1.0,1,-0.09195402298850575,-24,261
2021-08-20,299.720001,305.839996,298.059998,304.359985,303.177277,40796100.0,,1.0,-1,-0.09814814814814815,-53,540
2021-08-23,303.25,305.399994,301.850006,304.649994,303.466187,22830200.0,,1.0,1,-0.11023622047244094,-14,127
2021-08-24,305.019989,305.649994,302.0,302.619995,301.444061,18175800.0,,-1.0,1,-0.1504424778761062,-17,113
2021-08-25,304.299988,304.589996,300.420013,302.01001,300.836456,20006100.0,,-1.0,-1,-0.12857142857142856,-18,140
2021-08-26,300.98999,302.429993,298.950012,299.089996,297.927795,17666100.0,,-1.0,-1,-0.11702127659574468,-11,94
2021-08-27,298.98999,300.869995,296.829987,299.720001,298.555328,22597000.0,,1.0,1,-0.25,-26,104
2021-08-30,301.119995,304.220001,301.059998,303.589996,302.410278,16348100.0,,1.0,1,-0.10256410256410256,-12,117
2021-08-31,304.420013,304.5,301.5,301.880005,300.70697,26285300.0,,-1.0,1,-0.08888888888888889,-8,90
2021-09-01,302.869995,305.190002,301.48999,301.829987,300.657135,18983800.0,,-1.0,1,-0.2236842105263158,-17,76
2021-09-02,302.200012,303.359985,300.179993,301.149994,299.979767,16285600.0,,-1.0,-1,-0.12727272727272726,-7,55
2021-09-03,300.98999,302.600006,300.26001,301.140015,299.969849,14747900.0,,1.0,-1,-0.09090909090909091,-4,44
2021-09-07,301.01001,301.089996,298.200012,300.179993,299.013519,17180400.0,,-1.0,-1,-0.04411764705882353,-3,68
2021-09-08,299.779999,300.609985,297.470001,300.209991,299.043396,15046800.0,,1.0,1,-0.18181818181818182,-16,88
2021-09-09,300.820007,302.140015,297.0,297.25,296.09494,19927000.0,,-1.0,1,-0.17692307692307693,-23,130
2021-09-10,298.420013,299.920013,295.380005,295.709991,294.560913,19619400.0,,-1.0,1,-0.06818181818181818,-6,88
2021-09-13,297.549988,298.540009,294.079987,296.98999,295.835938,23652900.0,,1.0,1,-0.21212121212121213,-14,66
2021-09-14,299.559998,301.390015,298.100006,299.790009,298.625092,21853400.0,,1.0,1,-0.05752212389380531,-13,226
2021-09-15,303.26001,305.320007,301.820007,304.820007,303.635529,28356300.0,,1.0,-1,-0.05277777777777778,-19,360
2021-09-16,303.76001,305.309998,300.76001,305.220001,304.033966,19550800.0,,1.0,-1,-0.2540983606557377,-31,122
2021-09-17,304.170013,304.5,299.529999,299.869995,298.704742,41372500.0,,-1.0,-1,-0.12903225806451613,-12,93
2021-09-20,296.329987,298.720001,289.519989,294.299988,293.156372,38278700.0,,-1.0,1,-0.20952380952380953,-22,105
2021-09-21,295.690002,297.540009,294.070007,294.799988,293.654419,22364100.0,,1.0,1,-0.03225806451612903,-2,62
2021-09-22,296.730011,300.220001,294.51001,298.579987,297.419739,26626300.0,,1.0,1,-0.09734513274336283,-11,113
2021-09-23,298.850006,300.899994,297.529999,299.559998,298.395935,18604600.0,,-1.0,-1,-0.19047619047619047,-12,63
2021-09-24,298.230011,299.799988,296.929993,299.350006,298.186768,14999000.0,,-1.0,-1,-0.25,-12,48
2021-09-27,296.140015,296.470001,292.940002,294.170013,293.026917,23571700.0,,-1.0,-1,-0.07042253521126761,-5,71
2021-09-28,289.799988,290.779999,282.75,283.519989,282.418274,43186200.0,,-1.0,1,-0.16153846153846155,-21,130
2021-09-29,285.100006,286.769989,283.01001,284.0,282.896393,26353700.0,,1.0,1,-0.1782178217821782,-18,101
2021-09-30,285.709991,287.829987,281.619995,281.920013,280.824524,32325800.0,,-1.0,1,-0.22,-22,100
2021-10-01,282.119995,289.980011,281.290009,289.100006,287.976593,30086300.0,,1.0,-1,-0.1348314606741573,-12,89
2021-10-04,287.399994,287.75,280.25,283.109985,282.009857,31350700.0,,-1.0,1,-0.16666666666666666,-13,78
2021-10-05,284.049988,290.399994,284.049988,288.76001,287.637939,24993000.0,,1.0,-1,0.01282051282051282,1,78
2021-10-06,285.779999,293.630005,285.51001,293.109985,291.970978,28002600.0,,1.0,1,-0.009523809523809525,-1,105
2021-10-07,295.179993,296.640015,293.920013,294.850006,293.704254,20430500.0,,1.0,1,-0.16666666666666666,-10,60
2021-10-08,296.220001,296.640015,293.76001,294.850006,293.704254,17680300.0,,-1.0,-1,-0.09803921568627451,-5,51
2021-10-11,292.920013,297.970001,292.75,294.230011,293.08667,19298600.0,,1.0,1,-0.30158730158730157,-19,63
2021-10-12,295.339996,295.440002,292.350006,292.880005,291.741913,17974100.0,,-1.0,1,-0.14285714285714285,-7,49
2021-10-13,294.910004,297.279999,293.48999,296.309998,295.1586,23416300.0,,1.0,1,-0.09859154929577464,-7,71
2021-10-14,299.209991,303.269989,297.829987,302.75,301.573547,27262900.0,,1.0,-1,-0.1643835616438356,-24,146
2021-10-15,302.339996,304.450012,300.519989,304.209991,303.027863,25374700.0,,1.0,-1,-0.08888888888888889,-8,90
2021-10-18,303.570007,308.209991,302.690002,307.290009,306.095917,22729300.0,,1.0,1,-0.1858974358974359,-29,156
2021-10-19,308.350006,309.299988,307.220001,308.230011,307.032288,17682100.0,,1.0,1,-0.27450980392156865,-28,102
2021-10-20,309.209991,309.700012,306.109985,307.410004,306.215454,16537100.0,,-1.0,-1,-0.25925925925925924,-42,162
2021-10-21,307.170013,311.019989,306.359985,310.76001,309.552429,16918100.0,,1.0,-1,-0.0970873786407767,-10,103
2021-10-22,310.399994,311.089996,307.799988,309.160004,307.958649,17449300.0,,-1.0,1,-0.07575757575757576,-5,66
2021-10-25,309.359985,309.399994,306.459991,308.130005,306.932678,17554500.0,,1.0,1,-0.13513513513513514,-20,148
2021-10-26,311.0,312.399994,308.600006,310.109985,308.904938,28107300.0,,1.0,1,-0.08710801393728224,-50,574
2021-10-27,316.0,326.100006,316.0,323.170013,321.914246,52588700.0,,1.0,1,-0.07441860465116279,-64,860
2021-10-28,324.329987,324.869995,321.359985,324.350006,323.08963,26297900.0,,-1.0,-1,-0.16666666666666666,-39,234
2021-10-29,324.130005,332.0,323.899994,331.619995,330.33136,34744900.0,,1.0,-1,-0.056451612903225805,-21,372
2021-11-01,331.359985,331.48999,326.369995,329.369995,328.090118,27073200.0,,-1.0,1,-0.13761467889908258,-15,109
2021-11-02,330.309998,333.450012,330.0,333.130005,331.83551,26487100.0,,1.0,1,-0.048672566371681415,-11,226
2021-11-03,333.899994,334.899994,330.649994,334.0,332.702118,21500100.0,,-1.0,-1,-0.1044776119402985,-14,134
2021-11-04,332.890015,336.540009,329.51001,336.440002,335.132629,23992200.0,,1.0,1,-0.16260162601626016,-20,123
2021-11-05,338.51001,338.790009,334.420013,336.059998,334.75412,22564000.0,,-1.0,1,-0.10091743119266056,-11,109
2021-11-08,337.299988,337.649994,334.440002,336.98999,335.680511,20897000.0,,-1.0,1,-0.046296296296296294,-5,108
2021-11-09,337.109985,338.720001,334.529999,335.950012,334.644562,21307400.0,,-1.0,-1,-0.14864864864864866,-11,74
2021-11-10,334.570007,334.630005,329.920013,330.799988,329.514557,25500900.0,,-1.0,1,-0.13043478260869565,-12,92
2021-11-11,331.25,333.769989,330.51001,332.429993,331.138214,16849800.0,,1.0,1,-0.16666666666666666,-14,84
2021-11-12,333.920013,337.230011,333.790009,336.720001,335.41156,23822000.0,,1.0,1,-0.023076923076923078,-3,130
2021-11-15,337.540009,337.880005,334.029999,336.070007,334.764099,16723000.0,,-1.0,-1,-0.13333333333333333,-12,90
2021-11-16,335.679993,340.670013,335.51001,339.51001,338.190735,20886800.0,,1.0,-1,-0.21794871794871795,-34,156
2021-11-17,338.940002,342.190002,338.0,339.119995,338.420227,19053400.0,,-1.0,-1,-0.09090909090909091,-9,99
2021-11-18,338.179993,342.450012,337.119995,341.269989,340.565796,22463500.0,,1.0,1,-0.17557251908396945,-23,131
2021-11-19,342.640015,345.100006,342.200012,343.109985,342.402008,21963400.0,,1.0,1,-0.1188118811881188,-12,101
2021-11-22,344.619995,349.670013,339.549988,339.829987,339.128754,31031100.0,,-1.0,-1,-0.12751677852348994,-19,149
